0	472	1.0
0	549	1.0
0	0	1.0
0	268	1.0
0	964	1.0
0	329	1.0
0	546	1.0
0	1501	1.0
1	1155	1.0
1	110	1.0
1	382	1.0
1	2508	1.0
1	2416	1.0
1	1717	1.0
1	2500	1.0
1	366	1.0
1	2447	1.0
1	2216	1.0
1	518	1.0
1	1654	1.0
1	558	1.0
1	1401	1.0
1	1662	1.0
1	986	1.0
1	1161	1.0
1	959	1.0
1	1824	1.0
1	517	1.0
1	1728	1.0
1	1154	1.0
1	1555	1.0
1	514	1.0
1	821	1.0
1	1412	1.0
1	2342	1.0
1	1483	1.0
1	1376	1.0
1	1077	1.0
1	2307	1.0
1	684	1.0
1	1672	1.0
1	1856	1.0
1	1302	1.0
1	1920	1.0
1	942	1.0
1	1164	1.0
1	429	1.0
1	1167	1.0
1	239	1.0
1	0	1.0
1	1230	1.0
1	2432	1.0
1	2743	1.0
1	1418	1.0
1	1903	1.0
1	2063	1.0
1	1014	1.0
1	500	1.0
1	2305	1.0
1	1786	1.0
1	784	1.0
1	1323	1.0
2	693	1.0
2	1568	1.0
2	21	1.0
2	1968	1.0
2	314	1.0
2	918	1.0
2	0	1.0
2	1901	1.0
2	2024	1.0
2	2625	1.0
2	167	1.0
2	1663	1.0
2	1371	1.0
2	557	1.0
3	1897	1.0
3	2156	1.0
3	404	1.0
3	1	1.0
3	2060	1.0
3	2065	1.0
3	2493	1.0
3	2155	1.0
3	635	1.0
3	895	1.0
4	191	1.0
4	80	1.0
4	2	1.0
4	1911	1.0
4	104	1.0
4	3	1.0
4	7	1.0
4	47	1.0
4	26	1.0
4	579	1.0
4	9	1.0
4	6	1.0
4	121	1.0
4	2337	1.0
4	24	1.0
4	1429	1.0
4	2090	1.0
4	35	1.0
4	25	1.0
4	45	1.0
4	27	1.0
4	478	1.0
4	1630	1.0
4	457	1.0
4	387	1.0
4	2531	1.0
4	377	1.0
4	476	1.0
4	48	1.0
5	1444	1.0
5	36	1.0
5	1362	1.0
5	50	1.0
5	1463	1.0
5	4	1.0
5	1524	1.0
5	2765	1.0
5	1442	1.0
6	1224	1.0
6	1035	1.0
6	11	1.0
6	4	1.0
7	2496	1.0
7	250	1.0
7	249	1.0
7	299	1.0
7	1177	1.0
7	1132	1.0
7	10	1.0
7	389	1.0
7	504	1.0
7	4	1.0
7	59	1.0
7	1965	1.0
7	2635	1.0
7	5	1.0
7	1958	1.0
8	553	1.0
8	562	1.0
8	351	1.0
8	630	1.0
8	166	1.0
8	1857	1.0
8	1176	1.0
8	610	1.0
8	2647	1.0
8	1722	1.0
8	836	1.0
8	445	1.0
8	1547	1.0
8	1393	1.0
8	760	1.0
8	536	1.0
8	582	1.0
8	39	1.0
8	1459	1.0
8	448	1.0
8	909	1.0
8	1179	1.0
8	2806	1.0
8	369	1.0
8	1792	1.0
8	1587	1.0
8	1370	1.0
8	1081	1.0
8	1885	1.0
8	762	1.0
8	1262	1.0
8	1143	1.0
8	1506	1.0
8	171	1.0
8	808	1.0
8	720	1.0
8	7	1.0
8	944	1.0
8	2715	1.0
8	821	1.0
8	453	1.0
